Anime_id,Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,,,,,
39014,Free! Movie 3: Road to the World - Yume,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",Movie,,['Kyoto Animation'],,1,4413,4378,1,Original,5-Jul-19,,,,,
39015,Toji no Miko: Kizamishi Issen no Tomoshibi PV,"['Action', 'Fantasy']",ONA,,,,,,0,1,Unknown,,,,,,
39016,Toji no Tomo,"['Comedy', 'Fantasy']",ONA,,,,,,0,,Unknown,,,,,,
39017,Kyokou Suiri,"['Mystery', 'Comedy', 'Supernatural', 'Shounen']",TV,['Nihon Ad Systems'],"[""Brain's Base""]",,,2373,615,,Manga,"Jan 12, 2020 to ?",,,,,
39017,Kyokou Suiri,"['Mystery', 'Comedy', 'Supernatural', 'Shounen']",TV,['Nihon Ad Systems'],"[""Brain's Base""]",,,2373,615,,Manga,"Jan 12, 2020 to ?",,,,,
39018,"Right Places: Sono Toki, Boku no Irubeki Basho","['Fantasy', 'Supernatural']",ONA,,,,,13435,0,1,Original,25-Oct-13,,,,,
39020,Flying Luna Clipper,"['Music', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Ecchi']",OVA,,,,,14875,11,1,Original,20-Oct-87,,,,,
39022,Ling Feng Zhe,"['Slice of Life', 'Historical', 'Drama', 'Romance']",ONA,['bilibili'],['Wawayu Animation'],10,1,7865,232,7,Original,"Jan 28, 2019 to Mar 4, 2019",,,,,
39023,Qin Shi Ming Yue: Canghai Hengliu,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",ONA,,['Sparkly Key Animation Studio'],8.6,10,10761,111,,Novel,"Dec 27, 2018 to ?",,,,,
39023,Qin Shi Ming Yue: Canghai Hengliu,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",ONA,,['Sparkly Key Animation Studio'],8.6,10,10775,111,,Novel,"Dec 27, 2018 to ?",,,,,
39024,Wu Dong Qian Kun,"['Action', 'Adventure', 'Harem', 'Historical', 'Martial Arts', 'Fantasy']",ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['Shanghai Motion Magic'],,,7783,140,12,Novel,"Jan 27, 2019 to Apr 7, 2019",,,,,
39026,Dumbbell Nan Kilo Moteru?,"['Comedy', 'Ecchi']",TV,,['Doga Kobo'],,,844,251,,Web manga,"Jul 3, 2019 to Sep 18, 2019",,,,,
39027,Aru Otoko no Ikikata,['Historical'],ONA,,,4.42,26,13057,61,1,Original,15-Jan-19,,,,,
39028,Komatsu Sakyo Anime Gekijou: Tokubetsu-hen,"['Comedy', 'Parody', 'Sci-Fi', 'Space']",Special,,,6.4,5,16007,24,3,Original,"Mar 23, 1990 to Jun 22, 1990",,,,,
39029,Mr. Shadow,['Supernatural'],TV,['Fuji TV'],,6.71,7,13432,66,,Original,"Jan 10, 2019 to Jan 24, 2019",,,,,
39030,Hataage! Kemono Michi,"['Comedy', 'Fantasy', 'Shounen']",TV,,,,,1321,722,,Manga,"Oct 2, 2019 to Dec 18, 2019",,,,,
39031,B Rappers Street,"['Music', 'Comedy']",TV,"['Sony Music Communications', 'Sony Music Entertainment', 'Shogakukan', 'Sony Interactive Entertainment']",['Pie in the sky'],,,11676,9,,Manga,"Apr 11, 2019 to ?",,,,,
39032,High & Low: G-Sword (Movie),['Parody'],Movie,,,,,15681,28,5,Other,"Aug 14, 2017 to Nov 11, 2017",,,,,
39033,Kokoro no Tokyo Kakumei,['Comedy'],ONA,,['DLE'],,,16198,9,3,Original,2-Jul-15,,,,,
39034,The Planet of Stray Cats,"['Sci-Fi', 'Parody']",OVA,,['Studio Crocodile'],,,16212,8,13,Other,11-Nov-15,,,,,
39035,Lux Straight & Beauty Massugu Ikiru,"['Sci-Fi', 'Slice of Life']",ONA,,,,,13853,22,1,Original,30-Aug-16,,,,,
39036,Inuwari-san,['Comedy'],Special,,['Anon Pictures'],,,15964,13,1,Original,18-Mar-09,,,,,
39037,Be Rockin',['Music'],ONA,,['Anon Pictures'],,,15236,13,5,Original,7-Feb-11,,,,,
39038,Anon Sentai Ranger 5,"['Music', 'Parody', 'Super Power']",ONA,['Anon Pictures'],,,,15143,20,1,Original,15-Feb-11,,,,,
39039,Duel Masters!!,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,,,,,10625,85,,Original,"Apr 7, 2019 to ?",,,,,
39040,Kedama no Gonjirou,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",TV,,,,,12403,9,,Other,"Apr 6, 2019 to ?",,,,,
39042,Gaki ni Modotte Yarinaoshi!!!,"['Hentai', 'School']",ONA,,,6.92,107,7135,409,,Unknown,"Jan 18, 2019 to ?",,,,,
39046,Puchimas!: Petit iDOLM@STER (OVA),"['Comedy', 'Music', 'Parody', 'Seinen', 'Slice of Life']",OVA,,,6.63,8,11230,229,,4-koma manga,"Mar 26, 2018 to Nov 26, 2018",,,,,
39047,Puttobe! Poodel,"['Music', 'Comedy']",Music,,['DLE'],,,16168,10,27,Original,2010,,,,,
39048,Aresuke,['Music'],Music,,,,,16002,13,6,Original,"Jan 1, 2008 to Jun 1, 2018",,,,,
39049,Jashin-chan Dropkick',"['Comedy', 'Supernatural']",TV,,,,,5022,3179,,Web manga,"Apr, 2020 to ?",,,,,
39049,Jashin-chan Dropkick',"['Comedy', 'Supernatural']",TV,,,,,5022,3179,,Web manga,"Apr, 2020 to ?",,,,,
39056,Mirai Koushi Harima SACLA NEX RAY,"['Sci-Fi', 'Music']",ONA,,['Kamikaze Douga'],,,13317,96,1,Original,12-Oct-17,,,,,
39057,A New Journey,"['Action', 'Game']",ONA,,['P.A. Works'],7.02,172,9212,319,1,Game,18-Jan-19,,,,,
39058,Megane no Megami,['Hentai'],OVA,,['T-Rex'],,,7636,37,,Manga,"May 31, 2019 to ?",,,,,
39059,Kairisei Million Arthur (2018),"['Fantasy', 'Game']",ONA,,,,,,0,1,Unknown,,,,,,
39063,Fairy Gone,"['Action', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",TV,,['P.A. Works'],,,1025,1430,,Original,"Apr 8, 2019 to Jun 24, 2019",,,,,
39065,Bokura Mada Underground,['Music'],Music,,['Wit Studio'],,,8999,99,1,Original,24-Jan-19,,,,,
39066,Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,"['Adventure', 'Mystery', 'Shounen']",Special,,['Studio VOLN'],,,8205,912,1,Manga,24-Jan-19,,,,,
39067,Tales of the Rays: Everlasting Destiny,"['Fantasy', 'Game']",ONA,,,,,10271,266,,Game,4-Jul-19,,,,,
39068,Ano Danchi no Tsuma-tachi wa... The Animation,['Hentai'],OVA,,,,,8216,46,2,Digital manga,"May 26, 2019 to Oct 25, 2019",,,,,
39071,Machikado Mazoku,"['Comedy', 'Magic', 'Slice of Life']",TV,,,,1,1961,259,,Manga,"Jul 12, 2019 to Sep 27, 2019",,,,,
39075,Sansuu Chachacha,"['Music', 'Kids']",Music,['NHK'],,,,15928,20,1,Original,13-Jun-73,,,,,
39077,Bansou Kousaten,"['Slice of Life', 'Drama', 'School']",ONA,,,,,15754,8,1,Original,5-Apr-14,,,,,
39078,Aikatsu Friends!: Kagayaki no Jewel,"['Music', 'Slice of Life', 'School', 'Shoujo']",TV,,,,1,7439,265,,Game,"Apr 4, 2019 to Sep 26, 2019",,,,,
39080,Ling Jian Zun,"['Action', 'Fantasy']",ONA,,,,,9673,3,,Original,"Jan 14, 2019 to Apr 16, 2019",,,,,
39081,New Hyakujuu-Ou GoLion,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",ONA,,,,,,0,78,Other,,,,,,
39082,Michi,"['Music', 'Kids']",Music,,,,,16173,0,1,Original,6-Feb-79,,,,,
39083,Chinsetsu Yoshida Goten,,Movie,,,1,2,15576,18,1,Novel,27-Apr-28,,,,,
39085,Aikagi The Animation,['Hentai'],OVA,['Pink Pineapple'],,,,7111,98,1,Visual novel,26-Apr-19,,,,,
39086,A Christmas Song,['Music'],Music,['Avex Entertainment'],,4.48,23,14055,43,1,Original,29-Nov-12,,,,,
39087,The Crater,['Music'],Music,,,4.13,23,15624,41,1,Original,30-Jan-19,,,,,
39088,Birthday,"['Dementia', 'Music']",Movie,,,4.63,19,15434,37,1,Original,2007,,,,,
39089,Horizon,['Music'],Music,,,4.29,17,15650,34,1,Original,15-Dec-17,,,,,
39090,Fushouji no Mizen Boushi: Saihatsu Boushi Series,['Drama'],OVA,,,1,1,16215,16,2,Original,25-Mar-15,,,,,
39091,Orushipe Suopu,"['Historical', 'Kids']",Special,,,2.5,2,16226,14,,Original,2012 to ?,,,,,
39093,Additional Memory,['Music'],Music,,,7.54,890,6729,2388,1,Original,14-Sep-18,,,,,
39094,Toaru Majutsu no Index-tan III,['Comedy'],Special,,,6.99,85,6262,2160,2,Light novel,"Dec 26, 2018 to Apr 30, 2019",,,,,
39095,Aishiteru,"['Music', 'Romance']",Music,['Avex Entertainment'],,2.96,23,14889,41,1,Original,11-Jul-10,,,,,
39096,Danbou to Reibou,"['Dementia', 'Music']",Music,,,2.79,28,15087,47,1,Original,31-Jan-19,,,,,
39097,Hana no Nioi,"['Drama', 'Military', 'Music']",Music,"[""Toy's Factory""]",,4.27,22,15706,36,1,Original,2008,,,,,
39098,Mahou no Ryouri: Kimi kara Kimi e,"['Kids', 'Music']",Music,,,4,10,,25,1,Original,,,,,,
39099,Tomo: Tabidachi no Toki,"['Music', 'Kids']",Music,,,4.18,11,16154,23,1,Original,1-Aug-13,,,,,
39101,Eiyuu Densetsu: Head On! Master Senshi,"['Mecha', 'Sci-Fi']",OVA,,,5.38,13,14774,80,1,Other,Not available,,,,,
39102,Transformers: Choujin Master Force Soushuuhen,"['Mecha', 'Sci-Fi']",OVA,,,5.88,8,14433,71,4,Other,Not available,,,,,
39103,Sanbiki no Kobuta no Koutsuu Anzen,['Kids'],OVA,,,1,1,16288,14,1,Other,2018,,,,,
39104,Ninja Tamamaru no Hi no Youjin,"['Kids', 'Martial Arts']",OVA,,,5.5,2,16225,17,1,Original,2017,,,,,
39105,Tottoko Hamtarou wa Ham Ham Paradise! Kazu Katachi Chie,['Kids'],OVA,,,5.55,22,13209,149,1,Manga,21-Feb-07,,,,,
39106,"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",['Kids'],OVA,,,5.38,24,13298,144,1,Manga,30-Jul-03,,,,,
39107,Tottoko Hamtarou: Hiragana Tanken,['Kids'],OVA,,,5.73,26,12955,162,1,Manga,20-Jul-05,,,,,
39108,Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,"['Kids', 'Music']",Music,,,5.41,22,13401,139,7,Manga,29-Mar-03,,,,,
39109,Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,"['Drama', 'Kids']",Special,,['TMS Entertainment'],,,15599,35,1,Picture book,10-Feb-19,,,,,
39110,"Yousei Chii-tan�?""['Slice of Life'"," 'Kids']""",TV,['TV Tokyo'],,,,15430,14,,Other,Not available,,,,,
39112,Kawaki wo Ameku,['Music'],Music,,,8.45,1569,4348,3046,1,Music,29-Jan-19,,,,,
39113,Lilac,['Music'],Music,,,7.09,209,8481,324,1,Original,12-Jun-18,,,,,
39114,Hollowness,['Music'],Music,,,7.26,185,8607,288,1,Original,3-Aug-18,,,,,
39115,Uchuu Senkan Tiramisù II Specials,"['Comedy', 'Mecha', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Space']",Special,,['Gonzo'],6.25,68,8897,606,4,Web manga,30-Jan-19,,,,,
39116,Jue Ji,"['Adventure', 'Fantasy', 'Magic']",Movie,,,5.25,4,14854,19,1,Original,30-Sep-16,,,,,
39117,Girls Jockey,['Sports'],Special,,,,,13967,19,1,Other,10-Mar-19,,,,,
39119,Manga Furusato Mukashibanashi,"['Adventure', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Samurai']",TV,,,1.5,2,16138,14,26,Other,"Aug 6, 1976 to Dec 24, 1976",,,,,
39121,Hong Mao Lan Tu: Chuang Taikong,['Kids'],TV,,,1,1,16247,11,11,Unknown,2005,,,,,
39122,Hong Mao Lan Tu: Kaixin Yike,['Kids'],TV,,,1,1,16263,11,96,Unknown,2005 to ?,,,,,
39123,Hong Mao Lan Tu: Konglong Shijie,['Kids'],TV,,,1,1,16217,11,88,Unknown,2005 to ?,,,,,
39124,Hong Mao Lan Tu: Le Fantian,['Kids'],TV,,,1,1,16236,11,64,Unknown,2005 to ?,,,,,
39125,Hong Mao Lan Tu: Maoyan Kan Yuzhou,['Kids'],TV,,,1,1,,11,97,Unknown,,,,,,
39126,Hong Mao Lan Tu: Ni Wen Wo Da,['Kids'],TV,,,1,1,16219,11,83,Unknown,2005 to ?,,,,,
39127,Hong Mao Lan Tu: Shuimo Donghua,['Kids'],TV,,,1,1,16273,11,42,Unknown,2005 to ?,,,,,
39128,Hong Mao Lan Tu: Xiao Youmo,['Kids'],TV,,,1,1,16237,11,71,Unknown,2005 to ?,,,,,
39129,Hong Mao Lan Tu: Qi Xia Chuan,['Kids'],TV,,,1,1,16163,11,108,Unknown,2006 to ?,,,,,
39130,Hong Mao Lan Tu: A Muxing,['Kids'],TV,,,1,1,16246,11,30,Unknown,"Jul, 2007 to ?",,,,,
39131,Hong Mao Lan Tu: Zhang Jian Zou Tianya,['Kids'],TV,,,1,1,16249,11,108,Unknown,"Jan 6, 2008 to ?",,,,,
39132,Hong Mao Lan Tu: Huo Feng Huang,['Kids'],Movie,,,1,1,16216,11,1,Unknown,5-Feb-10,,,,,
39133,Hong Mao Lan Tu: Guangming Jian,['Kids'],TV,,,1,1,16281,11,79,Unknown,"Jun 18, 2010 to ?",,,,,
39135,Hong Mao Lan Tu: Yongzhe Guilai,['Kids'],TV,,,1,1,16255,11,52,Unknown,"Jan 11, 2011 to ?",,,,,
39136,Hong Mao Lan Tu: Haidi Lixian Ji,['Kids'],TV,,,1,1,16262,11,52,Unknown,"Apr 1, 2011 to ?",,,,,
39137,Hong Mao Lan Tu: Meng Guo Li Xian Ji,['Kids'],TV,,,1,1,16272,11,56,Unknown,"Aug 17, 2012 to ?",,,,,
39138,Hong Mao Lan Tu: Ao You Guo Lixian Ji,['Kids'],TV,,,1,1,16271,9,48,Unknown,"Mar 18, 2013 to Jun 6, 2013",,,,,
39139,Hong Mao Lan Tu: Kuaile Shizi,['Kids'],TV,,,1,1,16282,9,80,Unknown,"Nov 26, 2014 to ?",,,,,
39140,Hong Mao Lan Tu: Qi Xia Waizhuan,['Kids'],TV,,,1,1,16248,9,52,Unknown,"Mar 11, 2017 to Oct 15, 2017",,,,,
39141,Hua Jiang Hu Zhi Bu Liang Ren 3rd Season,"['Drama', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",ONA,,,5.5,2,13442,47,40,Original,"Oct 25, 2018 to Nov 12, 2019",,,,,
39143,Youkoso! Ecolo Shima,['Kids'],OVA,,,,,16244,15,1,Original,Not available,,,,,
39144,Chikyuu SOS: Chikyuu ga Netsu wo Dashite Iru,['Kids'],OVA,,,4,2,16232,16,1,Original,Not available,,,,,
39145,Sakura to Sakurin,['Kids'],OVA,,,,,,14,1,Original,,,,,,
39146,Chikyuu ni Yasashii Shopping: Midori-chan to Recycle-ku Shopping,['Kids'],OVA,,,4,2,16253,16,1,Original,3-Feb-05,,,,,
39147,Hachidori no Hito Shizuku: Watashi ni Dekiru koto,['Kids'],OVA,,,4,2,16235,15,1,Other,Not available,,,,,
39148,Mottainai,['Kids'],OVA,,,,,16189,14,1,Original,Not available,,,,,
39149,Ushiwakamaru,"['Historical', 'Kids']",OVA,,,,,16230,14,4,Original,Not available,,,,,
39150,Otogi,['Music'],Music,"[""Toy's Factory""]",,6.76,29,11464,84,4,Original,6-Feb-19,,,,,
39151,Risu no Matoi,['Kids'],OVA,,,4.71,7,16211,16,1,Original,1974,,,,,
39152,Wan Wan Kajida Wan,"['Kids', 'Sci-Fi']",OVA,,,,,16252,14,1,Original,1981,,,,,
39153,Mary Bell no Hi no Youjin: Guratto Kitara Dousuru,['Kids'],OVA,,,7,5,15921,41,1,Original,15-Feb-93,,,,,
39154,Mary Bell no Koutsuu Anzen,['Kids'],OVA,,,7,5,15922,41,1,Original,15-Feb-93,,,,,
39155,Kuma-san no My Home,['Kids'],OVA,,,1,1,16264,14,1,Original,Not available,,,,,
39156,Kaji to Kouma,['Kids'],OVA,,,4,2,16220,15,1,Original,Not available,,,,,
39157,Maple Town no Shouboutai,['Kids'],OVA,,,7.33,3,16077,33,1,Original,1987,,,,,
39158,Maple Town no Koutsuu Anzen,['Kids'],OVA,,,7.33,3,16092,33,1,Original,1987,,,,,
39159,Shima Shima Tora no Shimajirou no Shouboutai,['Kids'],OVA,,,7,2,16152,23,1,Original,2-Sep-94,,,,,
39160,Shima Shima Tora no Shimajirou no Koutsuu Anzen,['Kids'],OVA,,,7,2,16151,23,1,Original,2-Sep-94,,,,,
39161,Habatake Pii-tan,['Kids'],OVA,,,7,1,16195,15,1,Original,1988,,,,,
39162,Tatakae! Chou Robot Seimeitai Transformers Victory Soushuuhen,"['Mecha', 'Sci-Fi']",OVA,,,6.38,8,14493,72,6,Other,Not available,,,,,
39163,Nonsense Bungaku,['Music'],Music,,,5.82,28,12568,45,1,Original,13-Jul-17,,,,,
39164,Dramaturgy,['Music'],Music,,,5.56,27,10908,45,1,Original,10-Oct-17,,,,,
39165,Oki ni Mesu mama,['Music'],Music,,,6.41,27,11796,46,1,Original,28-Nov-17,,,,,
39166,Girls & Panzer: Saishuushou Part 3,"['Military', 'School']",Movie,,,,,6797,1671,1,Original,Not available,,,,,
39167,Girls & Panzer: Saishuushou Part 4,"['Military', 'School']",Movie,,,,,8027,561,1,Original,Not available,,,,,
39168,Girls & Panzer: Saishuushou Part 5,"['Military', 'School']",Movie,,,,,8069,530,1,Original,Not available,,,,,
39169,Girls & Panzer: Saishuushou Part 6,"['Military', 'School']",Movie,,,,,8094,524,1,Original,Not available,,,,,
39170,Dead End Street,['Music'],Music,,,4.18,22,15435,34,1,Original,25-Feb-16,,,,,
39171,Sect,['Music'],Music,,,4.55,22,15622,34,1,Original,30-Jun-14,,,,,
39172,Kaisei,['Music'],Music,,,4.05,21,15411,34,1,Original,31-Aug-17,,,,,
39173,Haita,['Music'],Music,,,4.68,22,15132,34,1,Original,7-Apr-17,,,,,
39174,Sister,['Music'],Music,,,5.32,28,13462,45,1,Original,2-Dec-16,,,,,
39175,Cider no You ni Kotoba ga Wakiagaru,['Music'],Movie,['flying DOG'],"['Signal.MD', 'Sublimation']",,,7812,710,1,Original,15-May-20,,,,,
39178,Doupo Cangqiong 2nd Season Specials,"['Action', 'Adventure', 'Demons', 'Fantasy']",ONA,,,,,9732,162,3,Novel,"Apr 14, 2019 to Apr 28, 2019",,,,,
39179,In the Sea and near a Girl.,"['Dementia', 'Music']",ONA,,,5.5,22,15046,35,1,Original,19-Aug-14,,,,,
39180,"On a Forest, in the Air",['Dementia'],ONA,,,4.37,19,15296,34,1,Original,13-Aug-14,,,,,
39181,Shiroi Niji,"['Dementia', 'Music']",Music,,,4.75,16,15545,31,1,Original,1-Apr-14,,,,,
39182,H'or Cafe,['Music'],Special,,,5.13,16,15272,31,1,Other,3-Nov-14,,,,,
39183,Super Shiro,['Kids'],TV,,['Science SARU'],,,9754,228,,Unknown,"Oct 14, 2019 to ?",,,,,
39184,A3! Season Spring & Summer,['Music'],Unknown,,"['P.A. Works', 'Studio 3Hz']",,,6606,214,,Game,"Jan 14, 2020 to Mar, 2020",,,,,
39185,Tatakau Mono-tachi e Ai wo Komete,"['Drama', 'Music']",Music,,,6.09,23,14531,37,1,Original,12-Jul-18,,,,,
39186,RERE,['Music'],Music,,,5.19,16,,27,1,Original,,,,,,
39187,Daisy Blue,['Music'],Music,,,4.47,17,15314,33,1,Original,13-Dec-17,,,,,
39188,Xie Wang Zhui Qi,"['Action', 'Comedy', 'Drama', 'Romance', 'Martial Arts', 'Fantasy']",ONA,,,7.18,22,5302,160,12,Novel,"Jan 24, 2019 to Apr 11, 2019",,,,,
39189,Te Ke Dong Ji Pian,['Action'],ONA,,,,,16278,11,54,Unknown,2007 to ?,,,,,
39190,Wang Zhe Wai Chuan,['Comedy'],ONA,,,6,2,16231,11,12,Unknown,2018,,,,,
39191,Wan Jie Shen Zhu,['Fantasy'],ONA,,,,,10737,18,60,Unknown,2019 to ?,,,,,
39192,Xia Gu Zhong An Zu,['Fantasy'],ONA,,,6,2,16120,12,12,Unknown,2017,,,,,
39194,Shin Chuuka Ichiban!,"['Comedy', 'Shounen']",Unknown,,"['Production I.G', 'Nihon Ad Systems']",,,5453,342,,Manga,"Oct 12, 2019 to Dec 28, 2019",,,,,
39195,Beastars,"['Slice of Life', 'Psychological', 'Drama', 'Shounen']",TV,,['Orange'],,,1015,967,,Manga,"Oct 10, 2019 to Dec 26, 2019",,,,,
39196,Mairimashita! Iruma-kun,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",TV,,,,,1509,273,,Manga,"Oct 5, 2019 to ?",,,,,
39197,Karrimor Mountain Club,"['Adventure', 'Slice of Life']",ONA,,,4.18,11,14302,23,4,Original,17-Jul-18,,,,,
39198,Kanata no Astra,"['Action', 'Sci-Fi', 'Space', 'Shounen']",TV,,['Lerche'],,,1050,746,,Manga,"Jul 3, 2019 to Sep 18, 2019",,,,,
39199,Katsute Kami Datta Kemono-tachi e,"['Fantasy', 'Shounen']",TV,,['MAPPA'],,,1538,703,,Manga,"Jul 1, 2019 to Sep 16, 2019",,,,,
39200,Inu Gyorai,['Music'],Music,,,5.2,15,15709,27,1,Original,18-Jan-14,,,,,
39201,Kurage Nasu,['Music'],Music,,,4.94,16,15795,26,1,Original,10-May-13,,,,,
39202,Kazami Tori,['Music'],Music,,,4.13,15,15844,26,1,Original,1-Jul-15,,,,,
39203,Idobata Gossip,['Music'],Music,['Exit Tunes'],,5,15,15438,25,1,Original,20-Mar-15,,,,,
39204,Demon Dance Tokyo,['Music'],Music,,,5,16,13698,27,1,Original,19-Oct-16,,,,,
39205,Oshamani,['Kids'],ONA,['Kamio Japan'],,2,4,16032,18,,Original,"Feb 5, 2019 to ?",,,,,
39206,Ohanashi no Hana,['Slice of Life'],Movie,,,4.23,13,15865,23,1,Original,"Oct, 2006",,,,,
39207,Oned,['Music'],ONA,,,5,15,15367,25,1,Original,"Oct, 2013",,,,,
39208,100% Renewable Energy,['Music'],Special,,,5.42,19,13869,35,1,Original,"Mar, 2012",,,,,
39209,Just a Seeker's Song,"['Dementia', 'Music']",Music,['Victor Entertainment'],,4.53,15,15682,25,1,Original,2007,,,,,
39211,Fire Me Up,['Music'],Music,,,,,12748,73,1,Original,6-Feb-19,,,,,
39212,Daruma-san ga Koronda,"['Slice of Life', 'Kids']",Music,['NHK'],,4,5,15809,16,1,Original,1-Aug-78,,,,,
39213,Dekkai Totto March,"['Adventure', 'Kids']",Music,['NHK'],,4,9,15791,21,1,Original,7-Aug-80,,,,,
39214,Asa wo Kitan,"['Slice of Life', 'Kids']",Music,['NHK'],,3.89,9,15193,20,1,Original,6-Apr-82,,,,,
39215,Sound of Love feat. Eden Kai,['Music'],Music,,,4.73,15,15745,26,1,Original,8-Aug-18,,,,,
39216,Casablanca,['Music'],Music,,,5.29,24,15165,42,1,Original,2-Jul-17,,,,,
39217,Barakamon: Mijikamon Episode 0,['Comedy'],ONA,,['Kinema Citrus'],5.53,49,8908,98,1,Manga,7-Mar-14,,,,,
39219,Sun,"['Dementia', 'Music']",Music,['Space Shower Music'],,4.93,14,15593,26,1,Original,12-Jun-18,,,,,
39220,Wormy,['Music'],Movie,,,5.36,14,15677,25,1,Original,2-Jan-14,,,,,
39221,Bem,"['Horror', 'Demons', 'Supernatural']", the center of wealth and politics," and """"the Outside"""". The Outside is home to crime", corruption, and curious incidents involving monstrosities or youkai. Each case that Sonia works on seems to implicate the involvement of these mysterious creatures. ,,,,,,,,,,,
Sonia crosses paths with three peculiar humanoid youkai �?Bem," Bela and Belo �?who seek to protect humans and fight against the evil youkai that terrorize them. Living as """"Youkai-Ningen", they are excluded by other youkai for their human-like lifestyles,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
Despite the hardships they face, these three Youkai-Ningen secretly live among humans, continuing to pursue their dreams of one day becoming human as well. ,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
"[Written by MAL Rewrite]""",TV,,,,2156,406,,Original,"Jul 15, 2019 to Oct 14, 2019",https://myanimelist.net/anime/39221/Bem,,,,,,,
39222,Move to the Future,['Sci-Fi'],ONA,,['Signal.MD'],5.14,7,12575,31,,Original,7-Feb-19,,,,,
39223,Fei Ren Xueyuan,"['Action', 'Game']",ONA,,,5.93,15,14950,30,1,Game,25-Jun-18,,,,,
39224,It's Show Time!,['Music'],Music,['Avex Entertainment'],,5.18,17,15257,27,1,Original,7-Feb-19,,,,,
39225,Watashi no Kamifuusen,"['Music', 'Kids']",Music,['NHK'],,,,16088,18,1,Original,3-Feb-71,,,,,
39226,Captain Tsubasa no Shouka Sakusen,"['Sports', 'Kids']",OVA,,,6.36,22,12095,184,1,Manga,Not available,,,,,
39227,Captain Tsubasa no Koutsuu Anzen,"['Kids', 'Sports']",OVA,,,6.3,23,12059,184,1,Manga,1987,,,,,
39228,Yanbou Ninbou Tonbou no Koutsuu Anzen,['Kids'],OVA,,,,,16142,19,1,Radio,10-Jun-97,,,,,
39229,Time Slip 1923: Mori no Miracle Jishin Taiken,['Kids'],OVA,,,,,16279,12,1,Original,1994,,,,,
39230,Qing Chi Hong Xiaodou Ba! 2nd Season,"['Slice of Life', 'Comedy']",ONA,,,,,15080,13,12,Original,"Jan 13, 2019 to Apr 25, 2019",,,,,
39231,Qiang Shen Ji,"['Action', 'Sci-Fi']",ONA,,,,,10095,11,25,Original,"Dec 8, 2017 to Feb 23, 2018",,,,,
39235,Ni no Kuni,"['Action', 'Adventure', 'Magic', 'Fantasy']",Movie,,['OLM'],,,4158,438,1,Game,23-Aug-19,,,,,
39237,Faded Love feat. Michael Kaneko,['Music'],Music,['Avex Entertainment'],,,,,39,1,Original,,,,,,
39239,Sword Art Online: Alicization - Recollection,"['Action', 'Adventure', 'Romance', 'Fantasy']",Special,,['A-1 Pictures'],,34,3212,4681,1,Light novel,17-Feb-19,,,,,
39242,Don't Worry: Monotarinai Monogatari,['Music'],Music,,,,,15629,5,1,Other,25-Nov-17,,,,,
39243,Tadashii Itsuwari kara no Kishou,['Music'],Music,,,,,15400,3,2,Original,"Jun 4, 2018 to Oct 2, 2018",,,,,
39244,Cardfight!! Vanguard: Zoku Koukousei-hen,"['Action', 'Game', 'Shounen']",TV,,,,,8039,0,,Manga,"May 11, 2019 to Aug 10, 2019",,,,,
39245,Shinkaigyo no March,"['Kids', 'Music']",Music,,,,,15698,0,1,Original,1-Dec-18,,,,,
39246,P,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Music', 'Mystery', 'Romance', 'School', 'Seinen', 'Shoujo', 'Slice of Life', 'Sports', 'Supernatural', 'Thriller']",ONA,,,,,,0,10,Original,,,,,,
39247,Kobayashi-san Chi no Maid Dragon 2nd Season,"['Slice of Life', 'Comedy', 'Fantasy']",TV,,,,,1919,0,,Manga,Not available,,,,,
39247,Kobayashi-san Chi no Maid Dragon 2nd Season,"['Slice of Life', 'Comedy', 'Fantasy']",TV,,,,,1919,0,,Manga,Not available,,,,,
39248,Zoku Owarimonogatari (TV),"['Comedy', 'Ecchi', 'Harem', 'Mystery', 'Supernatural', 'Vampire']",TV,,,,,,0,6,Light novel,,,,,,
